account_id,member_id,account_type,open_date,status,balance,interest_rate,funded_flag
A000445,M005490,savings,2023-02-22,closed,5516.11,1.548,0
A000446,M009989,savings,2023-03-19,active,3689.18,1.758,1
A000447,M008409,savings,2024-09-13,closed,3245.87,1.595,1
A000448,M003326,loan,2023-10-15,active,14245.33,0.651,1
A000449,M003371,credit_card,2024-03-02,active,28170.22,1.263,1
A000450,M002295,savings,2023-06-29,active,14123.36,1.931,1
A000451,M001117,checking,2024-09-12,closed,2598.42,0.703,1
A000452,M007923,credit_card,2023-06-24,active,2548.54,3.39,1
A000453,M004818,loan,2023-01-06,active,12643.97,2.544,1
A000454,M008850,checking,2024-06-01,closed,1206.51,2.901,1
A000455,M001410,loan,2023-02-22,active,2739.16,2.185,1
A000456,M001818,loan,2024-01-10,closed,192.28,4.062,1
A000457,M002967,checking,2024-02-23,closed,4170.62,1.606,1
A000458,M009230,credit_card,2024-06-04,active,3906.35,2.375,1
A000459,M008358,checking,2023-06-28,active,2111.09,1.638,1
A000460,M005866,savings,2023-04-15,active,1833.71,1.585,0
A000461,M003407,savings,2023-02-06,active,2396.57,2.368,1
A000462,M006226,savings,2023-03-11,active,8785.51,2.189,1
A000463,M004122,savings,2023-10-26,closed,1566.1,0.1,1
A000464,M002370,savings,2023-12-19,active,5213.26,1.759,1
A000465,M000681,checking,2024-01-28,active,15574.23,2.035,1
A000466,M007228,loan,2024-08-13,active,386.74,3.395,1
A000467,M004517,savings,2024-04-10,active,9894.59,0.847,1
A000468,M009374,credit_card,2024-05-24,active,10719.85,1.51,1
A000469,M000555,savings,2023-10-20,active,2834.07,2.686,0
A000470,M000156,loan,2024-05-30,closed,1599.52,1.141,1
A000471,M002283,cd,2023-08-07,active,2849.2,2.025,1
A000472,M001651,loan,2023-11-08,active,2719.47,0.897,1
A000473,M005116,savings,2024-01-05,closed,3454.09,3.415,1
A000474,M002349,checking,2023-11-05,active,10315.83,0.924,1
A000475,M003641,loan,2024-08-27,active,5064.23,0.924,0
A000476,M003460,checking,2024-04-27,active,1540.91,3.093,1
A000477,M000685,checking,2024-02-14,active,14002.97,0.681,1
A000478,M005811,savings,2024-06-17,active,28860.18,2.1,1
A000479,M001307,savings,2023-03-31,closed,4212.03,2.221,1
A000480,M006793,savings,2023-03-18,active,10143.52,2.838,1
A000481,M003770,checking,2023-01-02,active,2289.45,1.08,1
A000482,M003101,savings,2023-09-12,closed,10585.89,1.871,1
A000483,M001118,savings,2023-04-30,active,14.55,2.677,1
A000484,M000328,loan,2023-05-26,active,2954.11,1.825,1
A000485,M009314,savings,2023-12-16,closed,3225.22,0.558,1
A000486,M002489,savings,2023-04-02,closed,1206.9,1.7,1
A000487,M005975,credit_card,2023-09-03,active,8484.86,2.145,1
A000488,M002671,checking,2023-11-09,active,4945.25,2.1,1
A000489,M000590,credit_card,2023-10-17,closed,16343.21,2.873,1
A000490,M009269,savings,2023-01-13,active,3535.88,2.478,1
A000491,M006083,credit_card,2024-09-20,active,438.87,3.928,1
A000492,M005754,loan,2024-04-26,active,139.82,1.275,0
A000493,M009833,cd,2024-05-09,active,1983.93,0.871,1
A000494,M000462,checking,2024-05-28,active,1199.54,2.744,1
A000495,M006194,checking,2024-08-06,active,20277.44,0.616,1
A000496,M001282,savings,2024-01-27,active,2075.77,2.464,1
A000497,M003841,checking,2024-06-14,active,1561.22,1.531,1
A000498,M006282,cd,2024-04-16,active,11326.98,2.409,1
A000499,M007233,savings,2023-07-20,closed,8092.33,1.29,1
A000500,M003034,checking,2024-06-12,active,18118.0,1.375,1
A000501,M004100,checking,2023-07-26,active,2240.07,2.802,0
A000502,M000907,savings,2023-11-21,active,3572.79,2.268,1
A000503,M003389,savings,2024-02-03,active,5438.12,1.797,1
A000504,M003076,loan,2023-08-24,active,3984.5,0.1,1
A000505,M008768,credit_card,2023-10-21,active,2406.79,2.587,1
A000506,M006547,checking,2023-04-12,active,2764.63,1.848,1
A000507,M004173,savings,2023-06-12,closed,8994.71,2.613,1
A000508,M008886,savings,2024-06-26,active,985.82,2.377,1
A000509,M001579,cd,2023-02-20,active,2671.61,0.441,1
A000510,M006287,savings,2023-09-17,closed,558.67,0.266,0
A000511,M006411,cd,2023-12-16,active,3349.49,2.433,1
A000512,M008117,savings,2024-03-27,active,300.07,1.149,1
A000513,M000124,checking,2023-10-13,active,4914.92,0.413,1
A000514,M001732,credit_card,2023-01-13,active,12938.83,1.827,0
A000515,M002896,savings,2023-06-22,active,3280.1,2.221,1
A000516,M002968,savings,2024-04-26,active,1878.84,2.111,1
A000517,M000272,savings,2024-02-02,active,10193.35,1.09,1
A000518,M004281,checking,2024-08-30,active,5033.14,0.459,1
A000519,M003584,savings,2023-04-02,active,1580.38,2.23,1
A000520,M001862,savings,2023-05-18,active,3574.53,2.412,1
A000521,M000064,loan,2024-04-01,active,9563.49,2.521,1
A000522,M007319,cd,2023-01-07,active,9980.32,1.682,1
A000523,M003956,credit_card,2023-04-11,active,1616.1,2.689,0
A000524,M006849,checking,2023-10-17,active,10244.21,2.256,1
A000525,M000480,loan,2024-05-28,active,1228.4,1.769,1
A000526,M006504,loan,2024-05-01,active,12821.56,3.379,1
A000527,M009071,checking,2023-09-30,closed,1223.54,0.576,1
A000528,M002955,savings,2023-09-08,active,2434.35,1.645,1
A000529,M007883,credit_card,2023-07-09,active,2296.49,2.27,1
A000530,M008160,checking,2024-02-04,active,1174.52,1.094,0
A000531,M008662,checking,2023-07-17,active,4567.3,1.027,1
A000532,M009614,checking,2023-10-25,active,3572.44,1.821,1
A000533,M006712,loan,2024-03-03,active,2479.87,0.792,1
A000534,M008687,credit_card,2024-02-01,active,4581.41,1.78,1
A000535,M004723,credit_card,2023-10-22,active,1453.0,0.981,1
A000536,M009118,checking,2024-04-29,active,4417.62,2.232,1
A000537,M000330,credit_card,2024-05-31,active,7144.61,2.161,1
A000538,M005302,checking,2023-02-26,active,17033.52,0.884,1
A000539,M008295,checking,2024-09-18,active,1784.68,3.89,1
A000540,M004575,checking,2023-05-30,closed,3010.92,1.69,1
A000541,M000775,credit_card,2023-07-10,active,2110.9,2.41,1
A000542,M001689,checking,2023-01-20,active,4176.06,3.376,1
A000543,M003680,savings,2023-04-06,active,2140.0,3.586,1
A000544,M005862,loan,2024-01-08,active,1744.5,1.736,1
A000545,M001521,checking,2024-06-30,active,1119.65,0.1,1
A000546,M001854,checking,2024-02-14,active,1796.07,2.043,1
A000547,M005811,savings,2023-03-05,active,8455.83,2.12,1
A000548,M007008,savings,2024-01-15,active,2800.9,3.025,1
A000549,M006814,savings,2023-08-12,closed,4132.26,1.182,1
A000550,M008403,savings,2024-05-28,active,24124.96,1.652,0
A000551,M007285,checking,2024-01-04,active,2169.21,2.099,1
A000552,M000872,savings,2024-08-16,active,937.44,1.117,1
A000553,M002953,savings,2024-06-26,active,1532.91,0.456,1
A000554,M003398,checking,2024-07-30,active,4813.84,1.178,1
A000555,M000529,savings,2023-11-17,closed,67.07,0.743,1
A000556,M001650,checking,2024-05-08,closed,198.64,2.226,1
A000557,M006719,checking,2023-03-24,active,2980.96,3.131,1
A000558,M005186,checking,2023-07-09,active,2692.14,2.029,1
A000559,M009836,savings,2023-02-22,active,12707.11,1.082,1
A000560,M004354,checking,2023-12-18,active,3557.73,1.351,1
A000561,M002530,checking,2024-02-24,active,13792.26,3.281,1
A000562,M002094,savings,2023-06-14,active,2320.21,2.44,1
A000563,M000410,checking,2024-06-27,active,2994.94,1.679,1
A000564,M005638,cd,2024-04-11,active,1444.37,1.492,0
A000565,M001922,loan,2024-03-19,active,1287.29,2.983,1
A000566,M003536,checking,2023-03-09,active,3661.51,2.308,1
A000567,M008825,credit_card,2023-09-29,active,12579.0,0.9,1
A000568,M001633,credit_card,2023-06-03,active,4603.93,1.758,1
A000569,M009169,credit_card,2024-09-02,closed,44.93,0.1,1
A000570,M000477,checking,2023-01-14,closed,6992.53,0.1,1
A000571,M008489,checking,2024-04-22,active,6884.03,4.11,1
A000572,M008579,loan,2023-07-16,active,9723.04,3.115,1
A000573,M004805,loan,2023-10-15,active,8926.7,2.31,1
A000574,M006241,checking,2023-11-26,active,4573.34,0.1,0
A000575,M005943,checking,2023-08-24,active,2437.95,0.708,1
A000576,M003791,cd,2024-04-24,active,4177.85,1.639,1
A000577,M002542,credit_card,2023-02-18,active,8049.38,1.924,1
A000578,M002070,checking,2023-07-02,active,2930.92,2.185,1
A000579,M008445,savings,2023-05-24,active,7457.65,1.664,1
A000580,M008856,credit_card,2023-12-11,active,1692.87,2.55,1
A000581,M005843,checking,2023-03-22,active,13898.12,2.712,1
A000582,M005838,checking,2024-04-03,active,2262.27,1.821,1
A000583,M005306,checking,2023-07-09,active,6137.43,3.093,1
A000584,M005130,loan,2023-06-10,active,21052.95,2.072,1
A000585,M003700,credit_card,2024-06-22,active,4892.19,2.984,1
A000586,M006304,credit_card,2024-09-07,closed,16246.73,2.711,1
A000587,M003663,savings,2023-02-02,active,130.67,2.278,1
A000588,M004116,credit_card,2024-01-04,active,1329.67,3.427,1
A000589,M002400,checking,2024-02-07,active,5642.43,2.107,1
A000590,M004407,checking,2023-06-17,active,496.43,0.885,0
A000591,M006370,credit_card,2024-03-03,active,2611.89,0.202,1
A000592,M008387,savings,2023-05-30,closed,1815.5,3.326,1
A000593,M004049,checking,2023-03-20,active,3722.09,1.991,1
A000594,M007517,checking,2023-06-24,active,1627.59,2.96,1
A000595,M000723,checking,2023-11-22,closed,10361.34,1.985,0
A000596,M005845,savings,2023-03-13,active,5090.54,2.552,1
A000597,M009278,savings,2024-08-03,active,1240.98,0.512,1
A000598,M004517,savings,2023-11-24,closed,1884.57,3.067,1
A000599,M001436,checking,2024-05-28,active,3527.85,3.595,1
A000600,M006932,cd,2023-07-25,active,20011.0,1.44,1
A000601,M000536,savings,2023-05-08,active,3720.83,1.439,1
A000602,M009511,cd,2024-09-04,active,15035.08,3.391,1
A000603,M003240,checking,2023-02-01,active,11385.46,2.204,1
A000604,M003141,checking,2024-03-24,closed,1372.16,0.807,1
A000605,M006507,savings,2024-07-24,closed,4364.54,1.767,1
A000606,M003922,savings,2023-06-05,active,2354.12,1.208,1
A000607,M007603,cd,2024-05-28,active,10033.88,3.851,1
A000608,M009981,savings,2024-01-17,active,3334.37,1.134,1
A000609,M009215,checking,2024-06-11,closed,11063.05,2.221,1
A000610,M006916,savings,2024-03-22,active,7729.02,0.98,1
A000611,M004936,credit_card,2023-12-31,active,21270.43,2.628,1
A000612,M002539,savings,2024-07-26,active,4858.9,1.757,1
A000613,M001307,loan,2024-08-19,active,9311.09,2.076,1
A000614,M007777,checking,2023-06-24,active,1815.06,1.655,1
A000615,M001609,savings,2024-03-06,active,13474.01,1.771,1
A000616,M004028,cd,2023-07-31,active,1073.38,3.261,1
A000617,M002395,savings,2024-08-11,active,967.72,2.244,1
A000618,M009022,checking,2023-03-19,active,12557.39,2.417,1
A000619,M008950,savings,2023-05-08,active,3866.6,1.756,1
A000620,M007188,savings,2024-02-25,closed,2884.13,0.1,1
A000621,M008277,credit_card,2024-07-22,active,1988.45,1.896,1
A000622,M004057,cd,2023-12-08,active,10193.25,1.406,1
A000623,M009009,savings,2023-10-05,active,3737.93,2.66,1
A000624,M004759,credit_card,2023-02-15,active,430.84,2.546,1
A000625,M000804,checking,2023-05-31,active,17133.23,3.096,1
A000626,M006248,credit_card,2023-01-01,closed,10481.0,2.638,0
A000627,M003848,savings,2023-12-11,active,650.2,1.262,1
A000628,M003391,savings,2023-07-21,active,47.01,0.579,1
A000629,M000648,checking,2024-06-16,closed,11335.29,1.899,1
A000630,M009069,savings,2023-04-24,closed,7365.12,3.449,1
A000631,M005875,credit_card,2023-05-22,active,1609.01,0.282,1
A000632,M000781,checking,2023-06-17,closed,18645.22,2.551,1
A000633,M000646,loan,2023-11-26,active,1421.39,0.883,1
A000634,M000765,checking,2024-01-09,active,3767.12,2.609,0
A000635,M003933,savings,2023-04-22,active,1554.54,3.81,1
A000636,M008953,savings,2023-09-22,closed,25526.6,3.078,1
A000637,M001037,credit_card,2023-03-30,active,1346.58,3.112,1
A000638,M008505,loan,2023-10-13,closed,6864.45,2.13,1
A000639,M006794,savings,2024-07-27,active,14299.88,0.816,1
A000640,M003576,savings,2023-10-06,active,3003.34,2.124,1
A000641,M000542,checking,2023-12-15,closed,11256.35,2.21,1
A000642,M005160,savings,2023-08-06,active,26650.49,1.047,1
A000643,M008779,checking,2023-11-27,closed,11491.48,3.721,1
A000644,M003368,credit_card,2023-05-04,active,4403.95,1.949,1
A000645,M001197,checking,2024-08-21,active,2251.92,1.779,1
A000646,M002511,savings,2023-11-05,active,1493.05,2.188,1
A000647,M000301,checking,2024-03-03,active,1889.45,2.549,1
A000648,M007044,savings,2024-09-28,active,9001.29,3.387,1
A000649,M003706,cd,2023-06-21,closed,17795.44,1.441,1
A000650,M005543,credit_card,2024-09-07,active,6150.4,2.298,1
A000651,M000810,checking,2024-06-16,active,330.67,2.274,1
A000652,M002604,savings,2023-06-02,active,9087.92,3.625,1
A000653,M005242,loan,2023-11-07,closed,1963.01,1.71,1
A000654,M009182,savings,2024-06-15,active,11162.67,2.797,1
A000655,M005925,credit_card,2023-08-19,active,23726.41,1.355,1
A000656,M003489,savings,2023-09-30,active,3021.52,1.558,1
A000657,M003036,checking,2023-01-14,active,10831.5,3.636,1
A000658,M001249,checking,2023-09-03,closed,1886.45,2.154,1
A000659,M006263,savings,2023-11-10,active,3558.1,1.889,1
A000660,M000601,savings,2024-05-29,active,2190.87,1.818,1
A000661,M000148,checking,2023-02-23,active,3026.93,1.786,1
A000662,M001320,savings,2024-03-26,active,5800.14,1.433,1
A000663,M003834,savings,2023-04-17,active,14854.77,1.971,1
A000664,M009722,checking,2024-05-01,active,12303.6,2.072,1
A000665,M008281,loan,2024-05-21,active,19025.04,1.409,1
A000666,M009724,cd,2024-08-20,active,4519.93,2.661,1
A000667,M000831,loan,2024-03-23,closed,2712.41,0.864,1
A000668,M003800,checking,2023-04-10,active,3368.35,3.043,1
A000669,M003623,checking,2024-04-09,active,3456.71,3.036,1
A000670,M005565,savings,2023-10-01,active,2886.53,0.1,1
A000671,M003492,checking,2024-01-23,active,10217.26,1.432,1
A000672,M002005,loan,2023-12-08,active,1706.1,2.6,0
A000673,M009469,credit_card,2024-04-12,active,759.47,1.611,1
A000674,M009513,credit_card,2023-02-07,active,3754.59,1.858,1
A000675,M006474,savings,2024-02-26,active,12522.15,2.962,1
A000676,M003320,checking,2023-12-17,active,1659.42,2.251,1
A000677,M004121,checking,2023-12-24,closed,1872.68,1.685,1
A000678,M000713,loan,2023-12-18,active,5149.9,0.905,1
A000679,M006889,loan,2024-04-20,active,2264.43,2.607,1
A000680,M007987,savings,2024-01-19,active,12639.43,1.194,1
A000681,M008038,checking,2024-05-20,closed,9704.17,3.983,1
A000682,M009211,savings,2024-08-30,active,3265.67,3.246,1
A000683,M000673,savings,2024-02-18,active,135.18,2.486,1
A000684,M003538,savings,2023-12-05,active,8751.46,2.096,1
A000685,M007183,loan,2024-03-28,active,2048.12,1.643,1
A000686,M003458,savings,2024-01-01,active,6593.16,2.106,1
A000687,M004726,checking,2023-01-17,active,3680.08,0.1,1
A000688,M005626,credit_card,2023-11-03,active,1191.53,3.338,1
A000689,M002492,savings,2023-08-14,active,26249.65,0.858,1
A000690,M004347,checking,2024-04-29,active,3668.3,1.272,0
A000691,M006045,checking,2023-12-26,closed,7397.39,3.512,1
A000692,M004855,cd,2023-02-27,active,2370.13,2.326,1
A000693,M005084,savings,2023-07-26,active,6980.12,3.505,1
A000694,M008197,credit_card,2023-12-26,active,806.8,0.1,1
A000695,M002037,savings,2023-10-15,active,3282.16,1.75,1
A000696,M008552,savings,2024-01-12,active,2027.17,1.26,1
A000697,M006019,loan,2023-04-27,closed,12180.21,2.627,1
A000698,M002930,savings,2023-04-15,closed,2489.7,1.809,1
A000699,M008983,savings,2024-01-06,active,2235.9,2.022,1
A000700,M003808,loan,2024-05-15,active,4614.49,1.569,1
A000701,M000289,checking,2024-06-10,active,10055.88,2.026,1
A000702,M000079,checking,2023-03-04,active,6644.56,3.147,1
A000703,M006934,checking,2023-06-25,active,1343.93,3.739,1
A000704,M002635,savings,2024-05-30,active,11804.04,2.671,1
A000705,M003874,checking,2023-09-26,active,14662.18,2.948,1
A000706,M006590,savings,2024-03-04,active,5883.45,2.511,1
A000707,M009383,checking,2023-10-30,active,8768.94,0.752,1
A000708,M009188,loan,2024-07-12,active,6142.76,2.799,1
A000709,M009818,checking,2023-04-30,closed,9099.81,2.596,1
A000710,M005137,checking,2023-06-17,active,3868.78,3.565,1
A000711,M005427,loan,2024-07-05,active,6414.88,1.843,0
A000712,M003388,credit_card,2023-10-11,active,1541.15,1.426,1
A000713,M005724,checking,2024-02-23,closed,8203.49,2.305,1
A000714,M005474,savings,2023-11-12,active,6541.46,2.37,0
A000715,M003936,loan,2024-08-31,active,11632.73,1.254,1
A000716,M005076,credit_card,2024-04-08,active,6295.6,3.713,0
A000717,M003051,checking,2023-08-20,active,778.17,0.237,1
A000718,M000580,loan,2024-05-24,active,2114.87,2.133,1
A000719,M008747,savings,2024-05-03,active,4614.17,0.143,0
A000720,M007302,savings,2023-08-27,active,2301.32,2.16,1
A000721,M005316,checking,2024-03-05,active,2786.44,2.714,1
A000722,M002477,loan,2024-02-17,active,1066.7,3.068,1
A000723,M003078,checking,2023-08-15,active,10601.57,3.0,1
A000724,M007758,checking,2024-06-25,active,2403.18,0.755,1
A000725,M000170,checking,2024-02-13,active,2831.39,1.747,1
A000726,M006453,checking,2023-11-18,active,5772.75,1.676,1
A000727,M004535,savings,2024-01-08,active,18790.99,1.65,1
A000728,M004197,savings,2024-05-03,active,14255.25,1.86,1
A000729,M002580,savings,2024-08-18,active,3035.69,0.1,1
A000730,M003734,checking,2023-03-23,active,1818.74,0.841,1
A000731,M002980,loan,2024-04-14,active,343.62,3.741,1
A000732,M008243,checking,2023-02-06,active,11507.2,0.1,1
A000733,M006531,checking,2023-11-30,closed,343.19,0.419,1
A000734,M007385,checking,2023-04-03,active,1066.32,3.083,0
A000735,M005937,checking,2024-01-22,closed,20442.23,1.82,1
A000736,M001787,credit_card,2023-01-14,active,2909.9,1.21,0
A000737,M005241,loan,2024-07-11,active,1345.09,0.1,1
A000738,M001030,savings,2024-01-03,active,18461.54,0.977,0
A000739,M000101,credit_card,2023-09-22,active,5125.26,2.35,1
A000740,M005501,loan,2023-05-05,active,10560.31,3.169,1
A000741,M000193,savings,2024-06-01,active,2442.18,2.0,1
A000742,M005282,savings,2023-07-03,active,7699.59,2.31,0
A000743,M000937,savings,2024-01-28,closed,3926.87,0.1,1
A000744,M008798,savings,2024-04-27,active,15513.11,0.1,1
A000745,M007329,savings,2024-08-05,active,8983.9,0.586,1
A000746,M006162,checking,2024-05-22,active,1120.95,2.601,1
A000747,M007443,savings,2024-03-27,closed,2432.11,2.837,1
A000748,M006246,savings,2024-02-03,active,13384.02,1.654,1
A000749,M005378,loan,2024-03-22,active,5794.76,2.837,1
A000750,M001787,checking,2023-10-27,active,5136.94,2.051,1
A000751,M004280,loan,2024-04-23,closed,1118.79,0.474,1
A000752,M001728,loan,2023-05-04,closed,1395.01,2.851,1
A000753,M000644,loan,2024-02-06,closed,8046.83,2.111,0
A000754,M009919,credit_card,2024-04-01,active,4798.65,1.2,1
A000755,M008311,checking,2024-04-19,active,9900.87,2.726,1
A000756,M001627,checking,2024-03-20,active,1987.7,1.016,1
A000757,M000396,credit_card,2024-07-12,active,8647.67,2.222,1
A000758,M002878,checking,2023-02-09,active,2070.18,1.04,1
A000759,M003461,savings,2023-12-17,closed,1323.05,1.457,1
A000760,M009258,savings,2024-01-07,active,6183.14,2.104,1
A000761,M003439,checking,2023-02-19,closed,2616.46,1.859,1
A000762,M007204,checking,2024-02-29,active,1705.81,3.205,1
A000763,M003153,loan,2024-08-01,active,13905.31,1.516,1
A000764,M009904,savings,2024-02-26,active,2244.77,4.639,1
A000765,M003106,savings,2023-05-13,active,14320.89,1.484,1
A000766,M005700,checking,2023-10-14,active,4787.98,1.783,1
A000767,M003501,savings,2023-09-01,active,21644.89,1.263,1
A000768,M009903,checking,2023-09-17,active,2783.46,0.784,1
A000769,M007545,checking,2023-01-05,active,3462.35,2.997,1
A000770,M003892,savings,2024-02-19,active,20266.86,2.704,1
A000771,M009414,savings,2024-08-31,closed,472.81,2.136,1
A000772,M003164,credit_card,2023-03-09,active,3554.39,3.624,1
A000773,M002060,loan,2023-02-01,active,11602.01,1.103,1
